Borough,NTAName,SiteName,SiteAddr,Open_Month,Day_Hours,Notes,Text
Manhattan,East Harlem (North),NE East 127th Street & Lexington Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, East Harlem (North): NE East 127th Street & Lexington Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Chelsea-Hudson Yards,Hudson River Park's 14th Street Park at 10th Ave.,14th Street Park at southwest corner of 15th St. and 10th Ave,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,"Manhattan, Chelsea-Hudson Yards: Hudson River Park's 14th Street Park at 10th Ave. located at 14th Street Park at southwest corner of 15th St. and 10th Ave. Open: Year Round during Every day (Start Time: 7:00 AM - End Time:  7:00 PM). Notes: "
Bronx,Riverdale-Spuyten Duyvil,Riverdale Neighborhood House,"5521 Mosholu Ave Bronx, NY 10471",Year Round,Thursday (Start Time: 1:00 PM - End Time:  6:00 PM),,"Bronx, Riverdale-Spuyten Duyvil: Riverdale Neighborhood House located at 5521 Mosholu Ave Bronx, NY 10471. Open: Year Round during Thursday (Start Time: 1:00 PM - End Time:  6:00 PM). Notes: "
Brooklyn,Bushwick (West),NE Bushwick Avenue & Jefferson Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bushwick (West): NE Bushwick Avenue & Jefferson Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Bedford-Stuyvesant (East),NW Malcolm X Boulevard & Bainbridge Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bedford-Stuyvesant (East): NW Malcolm X Boulevard & Bainbridge Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Christ Church Community Compost,326 Clinton Street,Year Round,"Sunday and Wednesday (Start Time: Sunday 9:00 AM Wednesday 7:00 PM - End Time:  Sunday 10:00 AM, Wednesday 8:00 PM)",,"Brooklyn, Carroll Gardens-Cobble Hill-Gowanus-Red Hook: Christ Church Community Compost located at 326 Clinton Street. Open: Year Round during Sunday and Wednesday (Start Time: Sunday 9:00 AM Wednesday 7:00 PM - End Time:  Sunday 10:00 AM, Wednesday 8:00 PM). Notes: "
Manhattan,Midtown South-Flatiron-Union Square,Madison Square Park Food Scrap Drop-off,Madison Avenue & E 25 Street,Year Round,Wednesday (Start Time: 8:00 AM - End Time:  1:00 PM),,"Manhattan, Midtown South-Flatiron-Union Square: Madison Square Park Food Scrap Drop-off located at Madison Avenue & E 25 Street. Open: Year Round during Wednesday (Start Time: 8:00 AM - End Time:  1:00 PM). Notes: "
Manhattan,Hell's Kitchen,NE 11 Ave & W 44 St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Hell's Kitchen: NE 11 Ave & W 44 St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,East Harlem (South),SE East 100th Street & 1st Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, East Harlem (South): SE East 100th Street & 1st Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Harlem (South),NW West 114 Street & Adam Clayton Powell Jr Blvd,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Harlem (South): NW West 114 Street & Adam Clayton Powell Jr Blvd located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,West Village,Hudson River Park Pier 46 at Charles St,Pier 46 at Charles St,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,"Manhattan, West Village: Hudson River Park Pier 46 at Charles St located at Pier 46 at Charles St. Open: Year Round during Every day (Start Time: 7:00 AM - End Time:  7:00 PM). Notes: "
Bronx,Belmont,SW East 187th Street & Southern Boulevard,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Bronx, Belmont: SW East 187th Street & Southern Boulevard located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,West Village,NW Carmine ST & Bleeker St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, West Village: NW Carmine ST & Bleeker St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Halsey Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bushwick (East): NE Knickerbocker Avenue & Halsey Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Bedford-Stuyvesant (East),SW Patchen Avenue & Macdonough Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bedford-Stuyvesant (East): SW Patchen Avenue & Macdonough Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Bronx,Mount Eden-Claremont (West),SE Townsend Avenue & East 174th Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Bronx, Mount Eden-Claremont (West): SE Townsend Avenue & East 174th Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Morningside Heights,SE West 123 Street & Amsterdam Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Morningside Heights: SE West 123 Street & Amsterdam Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Upper East Side-Yorkville,NW 1st Ave & 88th St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Upper East Side-Yorkville: NW 1st Ave & 88th St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Bushwick (West),NW St. Nicholas Avenue & Menahan Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bushwick (West): NW St. Nicholas Avenue & Menahan Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Gramercy,NE Irving PL & E 16 St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Gramercy: NE Irving PL & E 16 St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Hamilton Heights-Sugar Hill,SW West 138th Street & Amsterdam Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Hamilton Heights-Sugar Hill: SW West 138th Street & Amsterdam Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,East Village,Tompkins Square Greenmarket,"E 7th St & Avenue A, New York, NY 10009",Year Round,Sunday (Start Time: 8:00 AM - End Time:  5:00 PM),,"Manhattan, East Village: Tompkins Square Greenmarket located at E 7th St & Avenue A, New York, NY 10009. Open: Year Round during Sunday (Start Time: 8:00 AM - End Time:  5:00 PM). Notes: "
Bronx,Concourse-Concourse Village,New Roots Community Farm,"670 Grand Concourse, The Bronx, NY 10451",Year Round,Friday (Start Time: 8:00 AM - End Time:  12:00 PM),"No meat, bones, or dairy","Bronx, Concourse-Concourse Village: New Roots Community Farm located at 670 Grand Concourse, The Bronx, NY 10451. Open: Year Round during Friday (Start Time: 8:00 AM - End Time:  12:00 PM). Notes: No meat, bones, or dairy"
Queens,Old Astoria-Hallets Point,SE 27 Avenue & 1 Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Queens, Old Astoria-Hallets Point: SE 27 Avenue & 1 Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,East Village,*LAST DAY DECEMBER 4* 1st Ave and 1st St,First Avenue between Houston and First Street (West Side),Year Round,Monday (Start Time: 9:00 AM - End Time:  2:00 PM),,"Manhattan, East Village: *LAST DAY DECEMBER 4* 1st Ave and 1st St located at First Avenue between Houston and First Street (West Side). Open: Year Round during Monday (Start Time: 9:00 AM - End Time:  2:00 PM). Notes: "
Manhattan,Stuyvesant Town-Peter Cooper Village,SE 1 Ave & E 18 St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Stuyvesant Town-Peter Cooper Village: SE 1 Ave & E 18 St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Queens,Bellerose,Queens County Farm Museum,"73-50 Little Neck Parkway, Queens, NY 11004",Year Round,Every day (Check Calendar of Events at queensfarm.org for dates when admission is charged* (and compost site is not accessible without a ticket). (Start Time: 10:00 AM - End Time:  4:00 PM),"*Farm-wide admission is charged for weekend events on 10-12 days each calendar year. Also, stop by the Farm Store to find a map for the location of tumblers for drop-off","Queens, Bellerose: Queens County Farm Museum located at 73-50 Little Neck Parkway, Queens, NY 11004. Open: Year Round during Every day (Check Calendar of Events at queensfarm.org for dates when admission is charged* (and compost site is not accessible without a ticket). (Start Time: 10:00 AM - End Time:  4:00 PM). Notes: *Farm-wide admission is charged for weekend events on 10-12 days each calendar year. Also, stop by the Farm Store to find a map for the location of tumblers for drop-off"
Manhattan,Upper East Side-Carnegie Hill,East 96th Street Food Scrap Drop-off,96th St & Lexington Ave,Year Round,Friday (Start Time: 7:30 AM - End Time:  11:30 AM),"No meat, bones, or dairy","Manhattan, Upper East Side-Carnegie Hill: East 96th Street Food Scrap Drop-off located at 96th St & Lexington Ave. Open: Year Round during Friday (Start Time: 7:30 AM - End Time:  11:30 AM). Notes: No meat, bones, or dairy"
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Putnam Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bedford-Stuyvesant (West): SW Tompkins Avenue & Putnam Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
